biomolecule_id,UniqueID,standardized_name,LipidCategoty,LipidClass,MainClass,SubClass,NumFattyAcylCarbons,NumFattyAcylUnsaturations,AverageUnsaturations,UnsaturationLevel,omics_id,keep
39168,24.07_747.63711,SM d37:0_RTmz_24.07_747.63711,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,37,0,0,Very Low,2,1
39169,25.12_761.65201,SM d38:0_RTmz_25.12_761.65201,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,0,0,Very Low,2,1
39170,26.098_775.66799,SM d39:0_RTmz_26.098_775.66799,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,39,0,0,Very Low,2,1
39171,27.245_789.68337,SM d40:0_RTmz_27.245_789.68337,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,0,0,Very Low,2,1
39172,29.446_817.71515,SM d42:0_RTmz_29.446_817.71515,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,0,0,Very Low,2,1
39173,26.137_754.65508,SM d17:0_26:0_RTmz_26.137_754.65508,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,0,0,Very Low,2,1
39174,30.335_831.7308,SM d43:0_RTmz_30.335_831.7308,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,0,0,Very Low,2,1
39175,27.23_768.55333,SM d18:0_26:0_RTmz_27.23_768.55333,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,0,0,Very Low,2,"0; HighRsd, HighRTModelError, LowPeakQualityScore, NoLinearRangeFound"
39176,27.336_768.58981,SM d18:0_26:0_RTmz_27.336_768.58981,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,0,0,Very Low,2,1
39177,30.859_845.74614,SM d44:0_RTmz_30.859_845.74614,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,0,0,Very Low,2,1
39178,20.491_703.57415,SM d34:1_RTmz_20.491_703.57415,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,34,1,0.5,Very Low,2,1
39179,27.145_703.56327,Unknown_RTmz_27.145_703.56327,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39180,30.325_703.56326,Unknown_RTmz_30.325_703.56326,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39181,20.973_717.59068,SM d35:1_RTmz_20.973_717.59068,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,35,1,0.5,Very Low,2,1
39182,21.421_717.59046,SM d35:1_RTmz_21.421_717.59046,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,35,1,0.5,Very Low,2,1
39183,22.011_731.60557,SM d36:1_RTmz_22.011_731.60557,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,36,1,0.5,Very Low,2,1
39184,22.342_731.60601,SM d36:1_RTmz_22.342_731.60601,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,36,1,0.5,Very Low,2,1
39185,22.079_745.58377,SM d37:1_RTmz_22.079_745.58377,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,37,1,0.5,Very Low,2,1
39186,22.904_745.62212,SM d37:1_RTmz_22.904_745.62212,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,37,1,0.5,Very Low,2,1
39187,23.329_745.62107,SM d37:1_RTmz_23.329_745.62107,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,37,1,0.5,Very Low,2,1
39188,23.993_759.637,SM d38:1_RTmz_23.993_759.637,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,1,0.5,Very Low,2,1
39189,24.337_759.63647,SM d38:1_RTmz_24.337_759.63647,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,1,0.5,Very Low,2,1
39190,24.957_773.65206,SM d39:1_RTmz_24.957_773.65206,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,39,1,0.5,Very Low,2,1
39191,25.348_773.65181,SM d39:1_RTmz_25.348_773.65181,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,39,1,0.5,Very Low,2,1
39192,24.968_787.66789,SM d40:1_RTmz_24.968_787.66789,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,1,0.5,Very Low,2,1
39193,26.034_787.66774,SM d40:1_RTmz_26.034_787.66774,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,1,0.5,Very Low,2,1
39194,26.454_787.66788,SM d40:1_RTmz_26.454_787.66788,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,1,0.5,Very Low,2,1
39195,22.436_724.52771,SM d15:1_26:0_RTmz_22.436_724.52771,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,1,0.5,Very Low,2,1
39196,27.065_801.68333,SM d41:1_RTmz_27.065_801.68333,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,1,0.5,Very Low,2,1
39197,27.522_801.68354,SM d41:1_RTmz_27.522_801.68354,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,1,0.5,Very Low,2,1
39198,23.427_738.54229,SM d16:1_26:0_RTmz_23.427_738.54229,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,1,0.5,Very Low,2,1
39199,28.177_815.6991,SM d42:1_RTmz_28.177_815.6991,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,1,0.5,Very Low,2,1
39200,28.626_815.69927,SM d42:1_RTmz_28.626_815.69927,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,1,0.5,Very Low,2,1
39201,24.416_752.55864,SM d17:0_26:1_RTmz_24.416_752.55864,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,1,0.5,Very Low,2,1
39202,26.542_752.55895,SM d17:1_26:0_RTmz_26.542_752.55895,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,1,0.5,Very Low,2,1
39203,28.136_829.67851,SM d43:1_RTmz_28.136_829.67851,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39204,28.34_829.67892,SM d43:1_RTmz_28.34_829.67892,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39205,28.567_829.68062,SM d43:1_RTmz_28.567_829.68062,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore"
39206,29.241_829.71481,SM d43:1_RTmz_29.241_829.71481,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,1,0.5,Very Low,2,1
39207,29.735_829.71509,SM d43:1_RTmz_29.735_829.71509,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,1,0.5,Very Low,2,1
39208,25.44_766.57362,SM d18:0_26:1_RTmz_25.44_766.57362,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,1,0.5,Very Low,2,1
39209,30.502_843.73055,SM d44:1_RTmz_30.502_843.73055,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,1,0.5,Very Low,2,1
39210,26.5_780.59018,SM d19:0_26:1_RTmz_26.5_780.59018,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,45,1,0.5,Very Low,2,1
39211,23.491_701.40932,Unknown_RTmz_23.491_701.40932,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39212,20.733_729.58915,SM d36:2_RTmz_20.733_729.58915,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,36,2,1,Low,2,1
39213,21.661_743.60667,SM d37:2_RTmz_21.661_743.60667,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,37,2,1,Low,2,1
39214,22.296_757.62139,SM d38:2_RTmz_22.296_757.62139,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,2,1,Low,2,1
39215,22.603_757.62125,SM d38:2_RTmz_22.603_757.62125,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,2,1,Low,2,1
39216,23.123_757.62181,SM d38:2_RTmz_23.123_757.62181,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,2,1,Low,2,1
39217,23.435_757.62109,SM d38:2_RTmz_23.435_757.62109,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,2,1,Low,2,1
39218,23.261_771.63682,SM d39:2_RTmz_23.261_771.63682,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,39,2,1,Low,2,1
39219,23.6_771.63749,SM d39:2_RTmz_23.6_771.63749,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,39,2,1,Low,2,1
39220,26.725_771.63752,Unknown_RTmz_26.725_771.63752,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39221,23.48_785.65292,SM d40:2_RTmz_23.48_785.65292,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,2,1,Low,2,1
39222,24.218_785.65183,SM d40:2_RTmz_24.218_785.65183,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,2,1,Low,2,1
39223,24.591_785.65217,SM d40:2_RTmz_24.591_785.65217,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,2,1,Low,2,1
39224,25.126_785.65214,SM d40:2_RTmz_25.126_785.65214,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,2,1,Low,2,1
39225,25.472_785.65219,SM d40:2_RTmz_25.472_785.65219,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,2,1,Low,2,1
39226,24.197_799.63994,SM d41:2_RTmz_24.197_799.63994,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,2,1,Low,2,1
39227,24.895_799.66749,SM d41:2_RTmz_24.895_799.66749,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,2,1,Low,2,1
39228,25.259_799.66722,SM d41:2_RTmz_25.259_799.66722,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,2,1,Low,2,1
39229,25.603_799.66763,SM d41:2_RTmz_25.603_799.66763,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,2,1,Low,2,1
39230,25.902_799.66792,SM d41:2_RTmz_25.902_799.66792,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,2,1,Low,2,1
39231,26.226_799.66853,SM d41:2_RTmz_26.226_799.66853,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,2,1,Low,2,1
39232,26.542_799.66873,SM d41:2_RTmz_26.542_799.66873,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,2,1,Low,2,1
39233,25.933_813.68325,SM d42:2_RTmz_25.933_813.68325,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,1
39234,26.329_813.68361,SM d42:2_RTmz_26.329_813.68361,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,1
39235,26.658_813.68355,SM d42:2_RTmz_26.658_813.68355,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,1
39236,26.862_813.61988,SM d42:2_RTmz_26.862_813.61988,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39237,26.924_813.68317,SM d42:2_RTmz_26.924_813.68317,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39238,26.997_813.68358,SM d42:2_RTmz_26.997_813.68358,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39239,27.119_813.68346,SM d42:2_RTmz_27.119_813.68346,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,0; LowPeakQualityScore
39240,27.213_813.68365,SM d42:2_RTmz_27.213_813.68365,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39241,27.283_813.68408,SM d42:2_RTmz_27.283_813.68408,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39242,27.436_813.68402,SM d42:2_RTmz_27.436_813.68402,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39243,27.51_813.68412,SM d42:2_RTmz_27.51_813.68412,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39244,27.579_813.68423,SM d42:2_RTmz_27.579_813.68423,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,1
39245,27.612_813.68398,SM d42:2_RTmz_27.612_813.68398,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,2,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39246,32.537_813.63648,Unknown_RTmz_32.537_813.63648,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39247,26.933_827.69871,SM d43:2_RTmz_26.933_827.69871,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,1
39248,27.407_827.6994,SM d43:2_RTmz_27.407_827.6994,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,1
39249,27.746_827.69936,SM d43:2_RTmz_27.746_827.69936,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,1
39250,27.983_827.66237,SM d43:2_RTmz_27.983_827.66237,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39251,28.035_827.69879,SM d43:2_RTmz_28.035_827.69879,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,0; LowPeakQualityScore
39252,28.103_827.69896,SM d43:2_RTmz_28.103_827.69896,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,0; LowPeakQualityScore
39253,28.271_827.66209,SM d43:2_RTmz_28.271_827.66209,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39254,28.284_827.69889,SM d43:2_RTmz_28.284_827.69889,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39255,28.345_827.6623,SM d43:2_RTmz_28.345_827.6623,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39256,28.424_827.6988,SM d43:2_RTmz_28.424_827.6988,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,0; LowPeakQualityScore
39257,28.598_827.66239,SM d43:2_RTmz_28.598_827.66239,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39258,27.458_841.71526,SM d44:2_RTmz_27.458_841.71526,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,2,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39259,28.524_841.71534,SM d44:2_RTmz_28.524_841.71534,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,2,1,Low,2,1
39260,28.841_841.71488,SM d44:2_RTmz_28.841_841.71488,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,2,1,Low,2,1
39261,20.485_741.53102,SM d37:3_RTmz_20.485_741.53102,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,37,3,1.5,Medium,2,1
39262,20.83_755.60637,SM d38:3_RTmz_20.83_755.60637,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,3,1.5,Medium,2,1
39263,25.241_755.57714,Unknown_RTmz_25.241_755.57714,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39264,21.436_769.60821,SM d39:3_RTmz_21.436_769.60821,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,39,3,1.5,Medium,2,1
39265,22.624_783.63709,SM d40:3_RTmz_22.624_783.63709,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,3,1.5,Medium,2,1
39266,23.597_797.65321,SM d41:3_RTmz_23.597_797.65321,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,3,1.5,Medium,2,1
39267,24.326_797.59259,SM d41:3_RTmz_24.326_797.59259,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,3,1.5,Medium,2,1
39268,24.696_797.65251,SM d41:3_RTmz_24.696_797.65251,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,3,1.5,Medium,2,1
39269,24.514_811.66777,SM d42:3_RTmz_24.514_811.66777,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,3,1.5,Medium,2,1
39270,25.003_811.66735,SM d42:3_RTmz_25.003_811.66735,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,3,1.5,Medium,2,1
39271,25.384_811.66793,SM d42:3_RTmz_25.384_811.66793,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,3,1.5,Medium,2,1
39272,25.73_811.66799,SM d42:3_RTmz_25.73_811.66799,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39273,26.023_811.66848,SM d42:3_RTmz_26.023_811.66848,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,3,1.5,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39274,26.229_811.66829,SM d42:3_RTmz_26.229_811.66829,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39275,25.22_825.68338,SM d43:3_RTmz_25.22_825.68338,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,3,1.5,Medium,2,1
39276,25.499_825.68311,SM d43:3_RTmz_25.499_825.68311,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,3,1.5,Medium,2,1
39277,26.467_825.62455,SM d43:3_RTmz_26.467_825.62455,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,3,1.5,Medium,2,1
39278,26.632_839.69977,SM d44:3_RTmz_26.632_839.69977,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,3,1.5,Medium,2,1
39279,27.522_839.64018,SM d44:3_RTmz_27.522_839.64018,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,3,1.5,Medium,2,1
39280,21.744_753.61299,SM d38:4_RTmz_21.744_753.61299,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,4,2,Medium,2,1
39281,22.336_753.58798,SM d38:4_RTmz_22.336_753.58798,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,38,4,2,Medium,2,1
39282,24.328_781.61898,SM d40:4_RTmz_24.328_781.61898,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,4,2,Medium,2,1
39283,24.729_781.59283,SM d40:4_RTmz_24.729_781.59283,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,4,2,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39284,25.351_795.63434,SM d41:4_RTmz_25.351_795.63434,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,41,4,2,Medium,2,1
39285,22.878_809.65308,Unknown_RTmz_22.878_809.65308,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39286,23.233_809.65228,Unknown_RTmz_23.233_809.65228,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39287,23.634_809.65346,Unknown_RTmz_23.634_809.65346,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39288,26.036_809.64971,SM d42:4_RTmz_26.036_809.64971,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,4,2,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39289,26.471_809.65062,SM d42:4_RTmz_26.471_809.65062,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,4,2,Medium,2,1
39290,23.577_823.64094,Unknown_RTmz_23.577_823.64094,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39291,24.213_823.60828,Unknown_RTmz_24.213_823.60828,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39292,27.063_823.66541,SM d43:4_RTmz_27.063_823.66541,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,4,2,Medium,2,1
39293,27.52_823.66624,SM d43:4_RTmz_27.52_823.66624,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,43,4,2,Medium,2,1
39294,24.808_837.68307,Unknown_RTmz_24.808_837.68307,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39295,27.142_837.68092,Unknown_RTmz_27.142_837.68092,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39296,28.614_837.68177,SM d44:4_RTmz_28.614_837.68177,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,4,2,Medium,2,1
39297,22.62_779.60321,SM d40:5_RTmz_22.62_779.60321,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,5,2.5,High,2,1
39298,24.019_779.57785,SM d40:5_RTmz_24.019_779.57785,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,5,2.5,High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39299,22.062_807.63686,Unknown_RTmz_22.062_807.63686,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39300,24.213_807.63436,SM d42:5_RTmz_24.213_807.63436,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,5,2.5,High,2,1
39301,24.598_807.63483,SM d42:5_RTmz_24.598_807.63483,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,5,2.5,High,2,1
39302,25.151_807.57162,SM d42:5_RTmz_25.151_807.57162,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,5,2.5,High,2,0; LowPeakQualityScore
39303,23.675_835.66811,Unknown_RTmz_23.675_835.66811,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39304,25.934_835.66552,SM d44:5_RTmz_25.934_835.66552,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,5,2.5,High,2,1
39305,26.309_835.66646,SM d44:5_RTmz_26.309_835.66646,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,5,2.5,High,2,1
39306,26.656_835.66637,SM d44:5_RTmz_26.656_835.66637,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,5,2.5,High,2,1
39307,20.837_805.62227,Unknown_RTmz_20.837_805.62227,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39308,25.214_805.67841,SM d42:6_RTmz_25.214_805.67841,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,6,3,High,2,1
39309,24.535_833.65043,Unknown_RTmz_24.535_833.65043,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39310,27.323_833.71003,SM d44:6_RTmz_27.323_833.71003,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,44,6,3,High,2,1
39311,21.447_775.59496,SM d40:7_RTmz_21.447_775.59496,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,7,3.5,Very High,2,1
39312,23.123_803.66364,SM d42:7_RTmz_23.123_803.66364,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,7,3.5,Very High,2,1
39313,25.48_803.66261,Unknown_RTmz_25.48_803.66261,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
39314,28.341_803.6996,Unknown_RTmz_28.341_803.6996,NA,NA,NA,NA,NA,NA,NA,NA,2,1
39315,21.585_773.61756,SM d40:8_RTmz_21.585_773.61756,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,40,8,4,Very High,2,1
39316,23.479_801.64777,SM d42:8_RTmz_23.479_801.64777,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,8,4,Very High,2,1
39317,23.505_801.61967,SM d42:8_RTmz_23.505_801.61967,Sphingolipids,SM,Phosphosphingolipids,Ceramidephosphocholines,42,8,4,Very High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39318,13.604_302.30511,SP d18:0_RTmz_13.604_302.30511,Sphingolipids,SP,Sphingoid bases,Sphingoid base phosphates,18,0,0,Very Low,2,0; NoLinearRangeFound
39319,14.58_302.15387,SP d18:0_RTmz_14.58_302.15387,Sphingolipids,SP,Sphingoid bases,Sphingoid base phosphates,18,0,0,Very Low,2,"0; HighRsd, NoLinearRangeFound"
39320,15.988_300.2897,SP d18:1_RTmz_15.988_300.2897,Sphingolipids,SP,Sphingoid bases,Sphingoid base phosphates,18,1,1,Low,2,0; NoLinearRangeFound
39321,17.408_300.2898,SP d18:1_RTmz_17.408_300.2898,Sphingolipids,SP,Sphingoid bases,Sphingoid base phosphates,18,1,1,Low,2,1
39322,28.898_661.51652,TG 12:0_12:0_12:0_RTmz_28.898_661.51652,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,36,0,0,Very Low,2,1
39323,29.327_661.53725,TG 36:0_RTmz_29.327_661.53725,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,36,0,0,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39324,29.327_656.58175,TG 36:0_RTmz_29.327_656.58175,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,36,0,0,Very Low,2,1
39325,29.935_656.58199,TG 36:0_RTmz_29.935_656.58199,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,36,0,0,Very Low,2,1
39326,30.043_656.58192,TG 36:0_RTmz_30.043_656.58192,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,36,0,0,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39327,30.596_656.63123,TG 36:0_RTmz_30.596_656.63123,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,36,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39328,31.604_656.59743,TG 36:0_RTmz_31.604_656.59743,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,36,0,0,Very Low,2,"0; HighRTModelError, NoLinearRangeFound"
39329,30.328_670.59768,TG 37:0_RTmz_30.328_670.59768,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,37,0,0,Very Low,2,1
39330,30.844_684.6128,TG 38:0_RTmz_30.844_684.6128,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,38,0,0,Very Low,2,1
