biomolecule_id,UniqueID,standardized_name,RT,mz,Adduct,LipidCategory,LipidClass,MainClass,SubClass,NumFattyAcylCarbons,NumFattyAcylUnsaturations,AverageUnsaturations,UnsaturationLevel,omics_id,keep
39448,31.46_750.55862,TG 43:2_RTmz_31.46_750.55862,31.46,750.55862,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,43,2,0.6666666666666666,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39449,31.474_750.65988,TG 43:2_RTmz_31.474_750.65988,31.474,750.65988,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,43,2,0.6666666666666666,Low,2,1
39450,31.658_750.65976,TG 43:2_RTmz_31.658_750.65976,31.658,750.65976,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,43,2,0.6666666666666666,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39451,31.646_764.5743,TG 44:2_RTmz_31.646_764.5743,31.646,764.5743,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,2,0.6666666666666666,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39452,31.764_764.57431,TG 44:2_RTmz_31.764_764.57431,31.764,764.57431,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,2,0.6666666666666666,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39453,31.836_769.63094,TG 44:2_RTmz_31.836_769.63094,31.836,769.63094,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,2,0.6666666666666666,Low,2,0; NA
39454,31.839_764.67515,TG 44:2_RTmz_31.839_764.67515,31.839,764.67515,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,2,0.6666666666666666,Low,2,1
39455,31.951_764.57437,TG 44:2_RTmz_31.951_764.57437,31.951,764.57437,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,2,0.6666666666666666,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39456,32.019_764.57395,TG 44:2_RTmz_32.019_764.57395,32.019,764.57395,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,2,0.6666666666666666,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39457,32.069_764.6754,TG 44:2_RTmz_32.069_764.6754,32.069,764.6754,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,2,0.6666666666666666,Low,2,1
39458,32.481_764.57416,TG 44:2_RTmz_32.481_764.57416,32.481,764.57416,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,2,0.6666666666666666,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39459,32.81_764.57419,TG 44:2_RTmz_32.81_764.57419,32.81,764.57419,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,2,0.6666666666666666,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39460,32.192_778.69091,TG 45:2_RTmz_32.192_778.69091,32.192,778.69091,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,45,2,0.6666666666666666,Low,2,1
39461,32.399_778.69098,TG 45:2_RTmz_32.399_778.69098,32.399,778.69098,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,45,2,0.6666666666666666,Low,2,1
39462,32.538_797.66238,TG 46:2_RTmz_32.538_797.66238,32.538,797.66238,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,2,0.6666666666666666,Low,2,0; NA
39463,32.548_792.7066,TG 46:2_RTmz_32.548_792.7066,32.548,792.7066,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,2,0.6666666666666666,Low,2,1
39464,32.818_792.70772,TG 46:2_RTmz_32.818_792.70772,32.818,792.70772,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,2,0.6666666666666666,Low,2,1
39465,32.878_806.72282,TG 47:2_RTmz_32.878_806.72282,32.878,806.72282,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,47,2,0.6666666666666666,Low,2,1
39466,33.19_825.69377,TG 48:2_RTmz_33.19_825.69377,33.19,825.69377,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,2,0.6666666666666666,Low,2,0; NoLinearRangeFound
39467,33.232_820.73813,TG 48:2_RTmz_33.232_820.73813,33.232,820.73813,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,2,0.6666666666666666,Low,2,1
39468,33.44_820.69704,TG 48:2_RTmz_33.44_820.69704,33.44,820.69704,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,2,0.6666666666666666,Low,2,0; NA
39469,33.503_820.7392,TG 48:2_RTmz_33.503_820.7392,33.503,820.7392,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,2,0.6666666666666666,Low,2,0; LowPeakQualityScore
39470,31.994_834.71779,TG 15:0_17:1_17:1_RTmz_31.994_834.71779,31.994,834.71779,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,49,2,0.6666666666666666,Low,2,1
39471,33.529_834.75406,TG 49:2_RTmz_33.529_834.75406,33.529,834.75406,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,49,2,0.6666666666666666,Low,2,1
39472,33.552_839.70925,TG 49:2_RTmz_33.552_839.70925,33.552,839.70925,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,49,2,0.6666666666666666,Low,2,0; LowPeakQualityScore
39473,33.652_834.7532,TG 49:2_RTmz_33.652_834.7532,33.652,834.7532,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,49,2,0.6666666666666666,Low,2,1
39474,32.86_853.7279,Unknown_RTmz_32.86_853.7279,32.86,853.7279,[M+Na]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,1
39475,33.896_853.72525,TG 50:2_RTmz_33.896_853.72525,33.896,853.72525,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,2,0.6666666666666666,Low,2,1
39476,32.705_862.749,TG 17:1_17:1_17:0_RTmz_32.705_862.749,32.705,862.749,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,51,2,0.6666666666666666,Low,2,1
39477,34.26_867.74035,TG 51:2_RTmz_34.26_867.74035,34.26,867.74035,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,51,2,0.6666666666666666,Low,2,0; NA
39478,34.277_862.7845,TG 51:2_RTmz_34.277_862.7845,34.277,862.7845,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,51,2,0.6666666666666666,Low,2,1
39479,34.989_862.78435,TG 16:0_17:1_18:1_RTmz_34.989_862.78435,34.989,862.78435,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,51,2,0.6666666666666666,Low,2,1
39480,33.838_881.75907,TG 52:2_RTmz_33.838_881.75907,33.838,881.75907,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,52,2,0.6666666666666666,Low,2,0; NA
39481,34.646_881.75666,TG 16:0_18:1_18:1_RTmz_34.646_881.75666,34.646,881.75666,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,52,2,0.6666666666666666,Low,2,1
39482,33.183_890.8169,TG 53:2_RTmz_33.183_890.8169,33.183,890.8169,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,53,2,0.6666666666666666,Low,2,1
39483,33.9_890.81723,TG 53:2_RTmz_33.9_890.81723,33.9,890.81723,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,53,2,0.6666666666666666,Low,2,1
39484,34.277_890.80722,TG 17:0_18:1_18:1_RTmz_34.277_890.80722,34.277,890.80722,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,53,2,0.6666666666666666,Low,2,1
39485,34.866_890.81564,TG 17:0_18:1_18:1_RTmz_34.866_890.81564,34.866,890.81564,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,53,2,0.6666666666666666,Low,2,1
39486,35.025_895.7715,TG 53:2_RTmz_35.025_895.7715,35.025,895.7715,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,53,2,0.6666666666666666,Low,2,0; HighRsd
39487,35.037_890.81527,TG 53:2_RTmz_35.037_890.81527,35.037,890.81527,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,53,2,0.6666666666666666,Low,2,1
39488,34.582_909.79183,TG 18:1_18:1_18:0_RTmz_34.582_909.79183,34.582,909.79183,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,54,2,0.6666666666666666,Low,2,0; LowPeakQualityScore
39489,34.704_904.823,TG 54:2_RTmz_34.704_904.823,34.704,904.823,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,54,2,0.6666666666666666,Low,2,0; LowPeakQualityScore
39490,34.969_904.82262,TG 54:2_RTmz_34.969_904.82262,34.969,904.82262,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,54,2,0.6666666666666666,Low,2,"0; HighRsd, LowPeakQualityScore"
39491,35.422_909.78794,TG 54:2_RTmz_35.422_909.78794,35.422,909.78794,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,54,2,0.6666666666666666,Low,2,0; NA
39492,35.423_904.83162,TG 54:2_RTmz_35.423_904.83162,35.423,904.83162,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,54,2,0.6666666666666666,Low,2,1
39493,35.695_904.83177,TG 54:2_RTmz_35.695_904.83177,35.695,904.83177,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,54,2,0.6666666666666666,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39494,33.968_918.84826,TG 55:2_RTmz_33.968_918.84826,33.968,918.84826,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,55,2,0.6666666666666666,Low,2,1
39495,34.658_918.8483,TG 55:2_RTmz_34.658_918.8483,34.658,918.8483,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,55,2,0.6666666666666666,Low,2,0; NA
39496,35.807_918.84759,TG 55:2_RTmz_35.807_918.84759,35.807,918.84759,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,55,2,0.6666666666666666,Low,2,1
39497,35.406_932.85415,TG 56:2_RTmz_35.406_932.85415,35.406,932.85415,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,2,0.6666666666666666,Low,2,0; LowPeakQualityScore
39498,35.473_932.8632,TG 56:2_RTmz_35.473_932.8632,35.473,932.8632,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,2,0.6666666666666666,Low,2,0; LowPeakQualityScore
39499,36.158_937.81877,TG 56:2_RTmz_36.158_937.81877,36.158,937.81877,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,2,0.6666666666666666,Low,2,0; LowPeakQualityScore
39500,36.169_932.86284,TG 56:2_RTmz_36.169_932.86284,36.169,932.86284,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,2,0.6666666666666666,Low,2,1
39501,36.319_932.86265,TG 56:2_RTmz_36.319_932.86265,36.319,932.86265,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,2,0.6666666666666666,Low,2,1
39502,36.585_946.87915,TG 57:2_RTmz_36.585_946.87915,36.585,946.87915,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,57,2,0.6666666666666666,Low,2,1
39503,36.884_965.84996,TG 58:2_RTmz_36.884_965.84996,36.884,965.84996,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,2,0.6666666666666666,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39504,36.9_960.89414,TG 58:2_RTmz_36.9_960.89414,36.9,960.89414,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,2,0.6666666666666666,Low,2,1
39505,37.228_974.91038,TG 59:2_RTmz_37.228_974.91038,37.228,974.91038,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,59,2,0.6666666666666666,Low,2,1
39506,37.503_988.92557,TG 60:2_RTmz_37.503_988.92557,37.503,988.92557,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,2,0.6666666666666666,Low,2,1
39507,37.785_1002.94163,TG 61:2_RTmz_37.785_1002.94163,37.785,1002.94163,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,61,2,0.6666666666666666,Low,2,1
39508,30.363_739.58409,TG 42:3_RTmz_30.363_739.58409,30.363,739.58409,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,42,3,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39509,30.39_734.62873,TG 42:3_RTmz_30.39_734.62873,30.39,734.62873,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,42,3,1,Low,2,1
39510,30.674_734.62874,TG 10:0_14:0_18:3_RTmz_30.674_734.62874,30.674,734.62874,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,42,3,1,Low,2,1
39511,30.879_748.64426,TG 43:3_RTmz_30.879_748.64426,30.879,748.64426,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,43,3,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39512,30.595_762.63934,TG 44:3_RTmz_30.595_762.63934,30.595,762.63934,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,3,1,Low,2,0; LowPeakQualityScore
39513,31.185_762.6596,TG 44:3_RTmz_31.185_762.6596,31.185,762.6596,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,3,1,Low,2,1
39514,31.253_767.61515,TG 44:3_RTmz_31.253_767.61515,31.253,767.61515,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,3,1,Low,2,"0; HighRsd, NoLinearRangeFound"
39515,31.317_762.65964,TG 44:3_RTmz_31.317_762.65964,31.317,762.65964,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,3,1,Low,2,1
39516,31.517_776.67503,TG 45:3_RTmz_31.517_776.67503,31.517,776.67503,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,45,3,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39517,31.554_776.67546,TG 45:3_RTmz_31.554_776.67546,31.554,776.67546,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,45,3,1,Low,2,0; LowPeakQualityScore
39518,31.669_776.67571,TG 45:3_RTmz_31.669_776.67571,31.669,776.67571,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,45,3,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
39519,31.794_776.67556,TG 45:3_RTmz_31.794_776.67556,31.794,776.67556,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,45,3,1,Low,2,1
39520,31.872_790.69066,TG 46:3_RTmz_31.872_790.69066,31.872,790.69066,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,3,1,Low,2,0; NA
39521,31.877_795.64644,TG 46:3_RTmz_31.877_795.64644,31.877,795.64644,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,3,1,Low,2,0; NA
39522,31.949_790.69074,TG 46:3_RTmz_31.949_790.69074,31.949,790.69074,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,3,1,Low,2,1
39523,32.028_795.64659,TG 46:3_RTmz_32.028_795.64659,32.028,795.64659,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,3,1,Low,2,0; NA
39524,32.138_790.69102,TG 46:3_RTmz_32.138_790.69102,32.138,790.69102,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,3,1,Low,2,1
39525,32.37_790.69146,TG 46:3_RTmz_32.37_790.69146,32.37,790.69146,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,3,1,Low,2,1
39526,32.225_804.70665,TG 47:3_RTmz_32.225_804.70665,32.225,804.70665,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,47,3,1,Low,2,1
39527,32.396_804.70682,TG 47:3_RTmz_32.396_804.70682,32.396,804.70682,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,47,3,1,Low,2,1
39528,32.575_818.72209,TG 48:3_RTmz_32.575_818.72209,32.575,818.72209,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,3,1,Low,2,1
39529,32.579_823.67815,TG 48:3_RTmz_32.579_823.67815,32.579,823.67815,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,3,1,Low,2,0; NA
39530,32.745_823.67837,TG 48:3_RTmz_32.745_823.67837,32.745,823.67837,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,3,1,Low,2,0; LowPeakQualityScore
39531,32.756_818.72265,TG 48:3_RTmz_32.756_818.72265,32.756,818.72265,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,3,1,Low,2,1
39532,33.188_823.74816,TG 48:3_RTmz_33.188_823.74816,33.188,823.74816,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,3,1,Low,2,0; LowPeakQualityScore
39533,32.928_832.73828,TG 49:3_RTmz_32.928_832.73828,32.928,832.73828,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,49,3,1,Low,2,1
39534,32.933_837.69369,TG 49:3_RTmz_32.933_837.69369,32.933,837.69369,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,49,3,1,Low,2,0; LowPeakQualityScore
39535,33.094_832.738,TG 49:3_RTmz_33.094_832.738,33.094,832.738,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,49,3,1,Low,2,1
39536,33.28_851.70967,TG 50:3_RTmz_33.28_851.70967,33.28,851.70967,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,3,1,Low,2,1
39537,33.283_846.75341,TG 50:3_RTmz_33.283_846.75341,33.283,846.75341,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,3,1,Low,2,1
39538,33.481_851.71016,TG 50:3_RTmz_33.481_851.71016,33.481,851.71016,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,3,1,Low,2,1
39539,33.487_846.75399,TG 50:3_RTmz_33.487_846.75399,33.487,846.75399,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,3,1,Low,2,1
39540,33.719_846.7535,TG 50:3_RTmz_33.719_846.7535,33.719,846.7535,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,3,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39541,32.023_860.73299,Unknown_RTmz_32.023_860.73299,32.023,860.73299,[M+NH4]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,1
39542,33.645_865.72426,TG 51:3_RTmz_33.645_865.72426,33.645,865.72426,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,51,3,1,Low,2,0; NA
39543,33.647_860.76819,TG 51:3_RTmz_33.647_860.76819,33.647,860.76819,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,51,3,1,Low,2,1
39544,34.031_879.74101,TG 52:3_RTmz_34.031_879.74101,34.031,879.74101,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,52,3,1,Low,2,1
39545,34.341_888.80062,TG 53:3_RTmz_34.341_888.80062,34.341,888.80062,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,53,3,1,Low,2,1
39546,34.556_907.77323,TG 18:1_18:1_18:1_RTmz_34.556_907.77323,34.556,907.77323,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,54,3,1,Low,2,"0; HighRsd, LowPeakQualityScore"
39547,34.747_907.772,TG 54:3_RTmz_34.747_907.772,34.747,907.772,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,54,3,1,Low,2,1
39548,35.018_916.83159,TG 55:3_RTmz_35.018_916.83159,35.018,916.83159,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,55,3,1,Low,2,1
39549,34.814_930.84935,TG 56:3_RTmz_34.814_930.84935,34.814,930.84935,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,3,1,Low,2,"0; HighRsd, LowPeakQualityScore"
39550,35.368_935.80347,TG 56:3_RTmz_35.368_935.80347,35.368,935.80347,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,3,1,Low,2,0; LowPeakQualityScore
39551,35.374_930.8476,TG 56:3_RTmz_35.374_930.8476,35.374,930.84760000000006,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,3,1,Low,2,1
39552,35.524_930.84742,TG 56:3_RTmz_35.524_930.84742,35.524,930.84742,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,3,1,Low,2,1
39553,35.709_930.84736,TG 56:3_RTmz_35.709_930.84736,35.709,930.84736,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,56,3,1,Low,2,"0; HighRsd, LowPeakQualityScore"
39554,35.878_944.86327,TG 57:3_RTmz_35.878_944.86327,35.878,944.86327000000006,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,57,3,1,Low,2,1
39555,36.099_958.87893,TG 58:3_RTmz_36.099_958.87893,36.099,958.87893,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,3,1,Low,2,"0; HighRsd, NoLinearRangeFound"
39556,36.259_958.87827,TG 58:3_RTmz_36.259_958.87827,36.259,958.87827,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,58,3,1,Low,2,1
39557,36.615_972.89469,TG 18:2_18:1_23:0_RTmz_36.615_972.89469,36.615,972.89469,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,59,3,1,Low,2,1
39558,36.771_986.91037,TG 60:3_RTmz_36.771_986.91037,36.771,986.91037,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,3,1,Low,2,1
39559,36.869_986.90987,TG 60:3_RTmz_36.869_986.90987,36.869,986.90987,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,3,1,Low,2,0; LowPeakQualityScore
39560,36.952_986.90981,TG 60:3_RTmz_36.952_986.90981,36.952,986.90981,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,60,3,1,Low,2,1
39561,37.251_1000.92612,TG 18:2_18:1_25:0_RTmz_37.251_1000.92612,37.251,1000.92612,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,61,3,1,Low,2,1
39562,37.375_1014.94091,TG 62:3_RTmz_37.375_1014.94091,37.375,1014.94091,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,3,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39563,37.548_1014.94153,TG 62:3_RTmz_37.548_1014.94153,37.548,1014.94153,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,62,3,1,Low,2,1
39564,30.924_760.64402,TG 44:4_RTmz_30.924_760.64402,30.924,760.64402,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,44,4,1.3333333333333333,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39565,31.297_793.63085,TG 10:0_18:2_18:2_RTmz_31.297_793.63085,31.297,793.63085,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,4,1.3333333333333333,Medium,2,"0; HighRsd, NoLinearRangeFound"
39566,31.3_788.67519,TG 10:0_18:2_18:2_RTmz_31.3_788.67519,31.3,788.67519,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,4,1.3333333333333333,Medium,2,1
39567,31.525_788.67484,TG 10:0_18:2_18:2_RTmz_31.525_788.67484,31.525,788.67484,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,4,1.3333333333333333,Medium,2,"0; HighRsd, LowPeakQualityScore"
39568,31.693_788.67529,TG 46:4_RTmz_31.693_788.67529,31.693,788.67529,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,46,4,1.3333333333333333,Medium,2,0; NoLinearRangeFound
39569,31.668_802.69118,TG 47:4_RTmz_31.668_802.69118,31.668,802.69118,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,47,4,1.3333333333333333,Medium,2,1
39570,31.99_821.66232,TG 48:4_RTmz_31.99_821.66232,31.99,821.66232,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,4,1.3333333333333333,Medium,2,0; NA
39571,31.999_816.70643,TG 12:0_18:2_18:2_RTmz_31.999_816.70643,31.999,816.70643,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,4,1.3333333333333333,Medium,2,1
39572,32.372_821.6622,TG 48:4_RTmz_32.372_821.6622,32.372,821.6622,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,48,4,1.3333333333333333,Medium,2,0; LowPeakQualityScore
39573,32.394_830.72262,TG 49:4_RTmz_32.394_830.72262,32.394,830.72262,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,49,4,1.3333333333333333,Medium,2,1
39574,32.75_830.72288,TG 49:4_RTmz_32.75_830.72288,32.75,830.72288,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,49,4,1.3333333333333333,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
39575,32.251_844.72888,TG 50:4_RTmz_32.251_844.72888,32.251,844.72888,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,4,1.3333333333333333,Medium,2,0; LowPeakQualityScore
39576,32.68_849.69376,TG 50:4_RTmz_32.68_849.69376,32.68,849.69376,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,4,1.3333333333333333,Medium,2,0; NA
39577,32.694_844.73766,TG 50:4_RTmz_32.694_844.73766,32.694,844.73766,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,4,1.3333333333333333,Medium,2,1
39578,33.096_849.69347,TG 50:4_RTmz_33.096_849.69347,33.096,849.69347,[M+Na]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,4,1.3333333333333333,Medium,2,0; LowPeakQualityScore
39579,33.106_844.73751,TG 50:4_RTmz_33.106_844.73751,33.106,844.73751,[M+NH4]+,Glycerolipids,TG,Triradylglycerols,Triacylglycerols,50,4,1.3333333333333333,Medium,2,1
