"","names","size","isdir","mode","mtime","ctime","atime","exe","Runs","order","Samples"
"440","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_H3_NPA.raw",7601426519,FALSE,666,2024-06-30 16:31:15.959335,2024-07-01 10:08:19.069803,2024-07-04 14:27:58.805994,"no","20240630_WFB_Plate_05_H3_NPA",165,"H3"
"376","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1047_NPA.raw",7859537125,FALSE,666,2024-06-30 17:33:57.707706,2024-07-01 10:07:11.963436,2024-07-04 12:42:10.262093,"no","20240630_WFB_Plate_05_1047_NPA",166,"1047"
"410","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1178_NPA.raw",6878639708,FALSE,666,2024-06-30 18:36:39.590729,2024-07-01 10:06:13.114647,2024-07-04 13:36:06.874573,"no","20240630_WFB_Plate_05_1178_NPA",167,"1178"
"424","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_4_NPA.raw",7959229882,FALSE,666,2024-06-30 19:39:21.031578,2024-07-01 10:05:05.221258,2024-07-04 12:17:27.2029,"no","20240630_WFB_Plate_05_4_NPA",168,"4"
"384","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1089_NPA.raw",7965643923,FALSE,666,2024-06-30 20:42:00.688278,2024-07-01 10:03:57.249439,2024-07-04 12:54:57.078081,"no","20240630_WFB_Plate_05_1089_NPA",169,"1089"
"406","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1160_NPA.raw",8226043954,FALSE,666,2024-06-30 21:44:40.126394,2024-07-01 10:02:46.803415,2024-07-04 13:29:56.511347,"no","20240630_WFB_Plate_05_1160_NPA",170,"1160"
"386","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1112_NPA.raw",8217435291,FALSE,666,2024-06-30 22:47:19.829012,2024-07-01 10:01:36.220758,2024-07-04 12:57:49.73711,"no","20240630_WFB_Plate_05_1112_NPA",171,"1112"
"434","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_80_NPA.raw",7971681473,FALSE,666,2024-06-30 23:49:59.38505,2024-07-01 10:00:27.560968,2024-07-04 14:17:27.369171,"no","20240630_WFB_Plate_05_80_NPA",172,"80"
"420","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_31_NPA.raw",8262423760,FALSE,666,2024-07-01 00:52:40.381966,2024-07-01 09:59:14.220705,2024-07-04 13:54:51.685417,"no","20240630_WFB_Plate_05_31_NPA",173,"31"
"444","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_NC4_NPA.raw",8033979277,FALSE,666,2024-07-01 01:55:19.885868,2024-07-01 09:57:58.458467,2024-07-04 14:35:43.531204,"no","20240630_WFB_Plate_05_NC4_NPA",174,"NC4"
"404","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1149-2_NPA.raw",7678283601,FALSE,666,2024-07-01 02:58:01.127682,2024-07-01 09:56:44.777798,2024-07-04 13:26:35.611214,"no","20240630_WFB_Plate_05_1149-2_NPA",175,"1149.2"
"430","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_63_NPA.raw",7433479695,FALSE,666,2024-07-01 04:00:41.058533,2024-07-01 09:55:33.632835,2024-07-04 14:10:56.73954,"no","20240630_WFB_Plate_05_63_NPA",176,"63"
"370","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1012_NPA.raw",8109128871,FALSE,666,2024-07-01 05:03:22.450407,2024-07-01 09:54:16.016569,2024-07-04 12:23:31.203997,"no","20240630_WFB_Plate_05_1012_NPA",177,"1012"
"396","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1144-2_NPA.raw",7198589425,FALSE,666,2024-07-01 06:06:02.014551,2024-07-01 09:53:06.485006,2024-07-04 13:14:31.851284,"no","20240630_WFB_Plate_05_1144-2_NPA",178,"1144.2"
"442","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_NC10_NPA.raw",8399160184,FALSE,666,2024-07-01 07:08:41.745167,2024-07-01 09:50:35.085783,2024-07-04 14:32:05.731911,"no","20240630_WFB_Plate_05_NC10_NPA",179,"NC10"
"432","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_74_NPA.raw",8187557452,FALSE,666,2024-07-01 08:11:19.478428,2024-07-01 09:48:16.674177,2024-07-04 14:14:12.491529,"no","20240630_WFB_Plate_05_74_NPA",180,"74"
"388","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1120_NPA.raw",8192719069,FALSE,666,2024-07-01 10:11:20.40967,2024-07-01 21:59:17.185881,2024-07-04 13:01:20.706942,"no","20240630_WFB_Plate_05_1120_NPA",181,"1120"
"402","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1147-2_NPA.raw",7314466326,FALSE,666,2024-07-01 11:13:58.116642,2024-07-01 22:12:04.606327,2024-07-04 13:23:39.791151,"no","20240630_WFB_Plate_05_1147-2_NPA",182,"1147.2"
"390","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1122-2_NPA.raw",7353261559,FALSE,666,2024-07-01 12:16:19.096066,2024-07-01 22:11:00.903837,2024-07-04 13:04:32.728031,"no","20240630_WFB_Plate_05_1122-2_NPA",183,"1122.2"
"378","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1068_NPA.raw",8066188581,FALSE,666,2024-07-01 13:18:55.088585,2024-07-01 22:09:50.953209,2024-07-04 12:45:45.864414,"no","20240630_WFB_Plate_05_1068_NPA",184,"1068"
"436","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_85_NPA.raw",8428974767,FALSE,666,2024-07-01 14:21:37.296915,2024-07-01 22:08:38.029718,2024-07-04 14:20:51.700314,"no","20240630_WFB_Plate_05_85_NPA",185,"85"
"414","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1189_NPA.raw",7411034835,FALSE,666,2024-07-01 15:24:17.196396,2024-07-01 22:07:33.911489,2024-07-04 13:42:38.875214,"no","20240630_WFB_Plate_05_1189_NPA",186,"1189"
"392","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1125-2_NPA.raw",7749084558,FALSE,666,2024-07-01 16:26:55.843008,2024-07-01 22:06:27.034338,2024-07-04 13:07:33.022266,"no","20240630_WFB_Plate_05_1125-2_NPA",187,"1125.2"
"374","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1046_NPA.raw",8656157113,FALSE,666,2024-07-01 17:29:37.468027,2024-07-01 22:05:12.084581,2024-07-04 12:35:49.208227,"no","20240630_WFB_Plate_05_1046_NPA",188,"1046"
"380","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1073_NPA.raw",8595025828,FALSE,666,2024-07-01 18:32:16.957449,2024-07-01 22:03:56.482807,2024-07-04 12:49:02.731384,"no","20240630_WFB_Plate_05_1073_NPA",189,"1073"
"368","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1007_NPA.raw",7990107212,FALSE,666,2024-07-01 19:34:55.944984,2024-07-01 22:02:47.692158,2024-07-04 12:17:35.53204,"no","20240630_WFB_Plate_05_1007_NPA",190,"1007"
"394","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1127_NPA.raw",7898811672,FALSE,666,2024-07-01 20:37:37.642828,2024-07-01 22:01:40.323921,2024-07-04 13:11:16.186325,"no","20240630_WFB_Plate_05_1127_NPA",191,"1127"
"412","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1179_NPA.raw",7397651918,FALSE,666,2024-07-01 21:40:16.828844,2024-07-01 22:00:37.165085,2024-07-04 13:39:20.110527,"no","20240630_WFB_Plate_05_1179_NPA",192,"1179"
"438","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_H20_NPA.raw",8588084781,FALSE,666,2024-07-01 22:43:00.230942,2024-07-02 09:50:23.957378,2024-07-04 14:24:21.379423,"no","20240630_WFB_Plate_05_H20_NPA",193,"H20"
"408","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1166_NPA.raw",7927417478,FALSE,666,2024-07-01 23:45:43.603891,2024-07-02 09:49:06.794577,2024-07-04 13:33:04.850391,"no","20240630_WFB_Plate_05_1166_NPA",194,"1166"
"400","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1146_NPA.raw",8336157110,FALSE,666,2024-07-02 00:48:27.201405,2024-07-02 09:47:45.136358,2024-07-04 13:20:35.24037,"no","20240630_WFB_Plate_05_1146_NPA",195,"1146"
"382","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1076_NPA.raw",7190633967,FALSE,666,2024-07-02 01:51:09.07712,2024-07-02 09:46:33.308819,2024-07-04 12:52:11.847382,"no","20240630_WFB_Plate_05_1076_NPA",196,"1076"
"416","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_2003-16_NPA.raw",8179800197,FALSE,666,2024-07-02 02:53:48.537558,2024-07-02 09:45:12.454317,2024-07-04 13:48:28.223497,"no","20240630_WFB_Plate_05_2003-16_NPA",197,"2003.16"
"426","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_46_NPA.raw",8319034266,FALSE,666,2024-07-02 03:56:26.23105,2024-07-02 09:43:49.38225,2024-07-04 14:01:04.203548,"no","20240630_WFB_Plate_05_46_NPA",198,"46"
"398","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1145_NPA.raw",8202319534,FALSE,666,2024-07-02 04:59:03.935547,2024-07-02 09:42:22.282476,2024-07-04 13:17:28.383286,"no","20240630_WFB_Plate_05_1145_NPA",199,"1145"
"422","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_34_NPA.raw",7529511503,FALSE,666,2024-07-02 06:01:41.370279,2024-07-02 09:39:41.549015,2024-07-04 13:58:06.631798,"no","20240630_WFB_Plate_05_34_NPA",200,"34"
